"url","label","source","collected_at","final_url","status_code","fetch_error","graph_nodes","graph_edges","url_len","host_len","path_len","dot_count","hyphen_count","digit_ratio","entropy","is_https","path_depth","token_count","phish_word_ratio","brand_word_ratio","html_fetched","fetch_failed","status_bad","final_domain_changed","redirect_count","graph_node_count","graph_edge_count","internal_link_ratio","external_link_ratio","external_resource_ratio","form_count","external_form_ratio","password_input_ratio","iframe_ratio","script_ratio","image_ratio","brand_domain_mismatch","empty_navigation_ratio","page_risk_after_mp","max_neighbor_risk","mean_neighbor_risk","risk_spread","risky_edge_ratio","domain_diversity"
"https://www.gov.kr","0","Manual_Normal_Seed","2026-04-26T08:10:08+00:00","https://www.gov.kr","200","","1","0","0.08181818182","0.125","0","0.2","0","0","0.6495329548","1","0","0.125","0","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://www.police.go.kr","0","Manual_Normal_Seed","2026-04-26T08:10:12+00:00","https://www.police.go.kr","0","<urlopen error _ssl.c:1011: The handshake operation timed out>","1","0","0.1090909091","0.2","0","0.3","0","0","0.7009797349","1","0","0.1666666667","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.korea.kr","0","Manual_Normal_Seed","2026-04-26T08:10:08+00:00","https://www.korea.kr","0","<urlopen error [WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다>","1","0","0.09090909091","0.15","0","0.2","0","0","0.6516697672","1","0","0.125","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.hometax.go.kr","0","Manual_Normal_Seed","2026-04-26T08:10:08+00:00","https://www.hometax.go.kr","0","<urlopen error [WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다>","1","0","0.1136363636","0.2125","0","0.3","0","0","0.6969581254","1","0","0.1666666667","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.courts.go.kr","0","Manual_Normal_Seed","2026-04-26T08:10:08+00:00","https://www.courts.go.kr","0","<urlopen error [Errno 11001] getaddrinfo failed>","1","0","0.1090909091","0.2","0","0.3","0","0","0.6649578599","1","0","0.1666666667","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.cnn.com","0","Manual_Normal_Seed","2026-04-26T08:10:08+00:00","https://www.cnn.com","0","<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>","1","0","0.08636363636","0.1375","0","0.2","0","0","0.6311553613","1","0","0.125","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.reuters.com","0","Manual_Normal_Seed","2026-04-26T08:10:08+00:00","https://www.reuters.com","401","HTTP Error 401: HTTP Forbidden","3","2","0.1045454545","0.1875","0","0.2","0","0","0.6682383398","1","0","0.125","0","0","0","1","1","0","0","0.01666666667","0.007692307692","0","0","1","0","0","0","0","1","0","0","0","0.3513625","0.377925","0.377925","0","0","0.03333333333"
"https://www.bloomberg.com","0","Manual_Normal_Seed","2026-04-26T08:10:08+00:00","https://www.bloomberg.com","403","HTTP Error 403: Forbidden","3","12","0.1136363636","0.2125","0","0.2","0","0","0.7024482163","1","0","0.125","0","0","0","1","1","0","0","0.01666666667","0.04615384615","1","0","0","0","0","0","0","0","0","0","0","0.13075","0.0995","0.0995","0","0","0.03333333333"
"https://www.wsj.com","0","Manual_Normal_Seed","2026-04-26T08:10:08+00:00","https://www.wsj.com","401","HTTP Error 401: HTTP Forbidden","3","2","0.08636363636","0.1375","0","0.2","0","0","0.6192404091","1","0","0.125","0","0","0","1","1","0","0","0.01666666667","0.007692307692","0","0","1","0","0","0","0","1","0","0","0","0.3513625","0.377925","0.377925","0","0","0.03333333333"
"https://outlook.live.com","0","Manual_Normal_Seed","2026-04-26T08:10:09+00:00","https://outlook.live.com/mail/","417","HTTP Error 417: Expectation Failed","1","0","0.1090909091","0.2","0","0.2","0","0","0.6915470645","1","0","0.125","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.office.com","0","Manual_Normal_Seed","2026-04-26T08:10:09+00:00","https://www.office.com","200","","1","0","0.1","0.175","0","0.2","0","0","0.6723356042","1","0","0.125","0","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://www.canva.com","0","Manual_Normal_Seed","2026-04-26T08:10:09+00:00","https://www.canva.com","403","HTTP Error 403: Forbidden","3","2","0.09545454545","0.1625","0","0.2","0","0","0.670855224","1","0","0.125","0","0","0","1","1","0","0","0.01666666667","0.007692307692","1","0","0","0","0","0","0","0","0","0","0","0.13075","0.0995","0.0995","0","0","0.03333333333"
"https://brunch.co.kr","0","Manual_Normal_Seed","2026-04-26T08:10:10+00:00","https://brunch.co.kr/","302","HTTP Error 302: The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
","1","0","0.09090909091","0.15","0","0.2","0","0","0.6767141991","1","0","0.125","0","0","0","1","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://medium.com","0","Manual_Normal_Seed","2026-04-26T08:10:09+00:00","https://medium.com","403","HTTP Error 403: Forbidden","2","1","0.08181818182","0.125","0","0.1","0","0","0.669734975","1","0","0.08333333333","0","0","0","1","1","0","0","0.01111111111","0.003846153846","0","0","0","0","0","0","0","0","0","1","0","0.4975","0.5025","0.5025","0","1","0"
"https://www.python.org","0","Manual_Normal_Seed","2026-04-26T08:10:09+00:00","https://www.python.org","200","","1","0","0.1","0.175","0","0.2","0","0","0.6495679389","1","0","0.125","0","0","1","0","0","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://www.npmjs.com","0","Manual_Normal_Seed","2026-04-26T08:10:09+00:00","https://www.npmjs.com","403","HTTP Error 403: Forbidden","2","1","0.09545454545","0.1625","0","0.2","0","0","0.6535392067","1","0","0.125","0","0","0","1","1","0","0","0.01111111111","0.003846153846","0","0","0","0","0","0","0","0","0","1","0","0.4975","0.5025","0.5025","0","1","0"
"https://openai.com","0","Manual_Normal_Seed","2026-04-26T08:10:09+00:00","https://openai.com","403","HTTP Error 403: Forbidden","1","0","0.08181818182","0.125","0","0.1","0","0","0.6773601013","1","0","0.08333333333","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0","0","0","0","0"
"https://www.whatsapp.com","0","Manual_Normal_Seed","2026-04-26T08:10:10+00:00","https://www.whatsapp.com","400","HTTP Error 400: Bad Request","3","6","0.1090909091","0.2","0","0.2","0","0","0.6252221592","1","0","0.125","0","0","0","1","1","0","0","0.01666666667","0.02307692308","1","0","0","0","0","0","0","0","0","0","0","0.13075","0.0995","0.0995","0","0","0.03333333333"
"https://www.epicgames.com","0","Manual_Normal_Seed","2026-04-26T08:10:10+00:00","https://www.epicgames.com","403","HTTP Error 403: Forbidden","1","0","0.1136363636","0.2125","0","0.2","0","0","0.6933928527","1","0","0.125","0","0","0","1","1","0","0","0.005555555556","0","0","0","0","0","0","0","0","0","1","0","0","0.25","0","0","0","0","0"
